Date,Open,High,Low,Close,Adj Close,Volume
2019-01-28,36.950001,38.959999,36.650002,38.080002,38.080002,44213000
2019-01-29,38.279999,38.980000,37.250000,37.389999,37.389999,30331000
2019-01-30,38.299999,38.759998,37.590000,38.240002,38.240002,32848100
2019-01-31,37.630001,38.820000,37.279999,38.220001,38.220001,34130500
2019-02-01,38.310001,39.860001,38.230000,39.599998,39.599998,36839900
2019-02-04,39.549999,39.610001,38.509998,39.470001,39.470001,30851500
2019-02-05,39.240002,40.330002,39.169998,39.369999,39.369999,25094000
2019-02-06,40.400002,41.959999,40.369999,41.520000,41.520000,47472600
2019-02-07,40.810001,41.049999,38.910000,39.380001,39.380001,40396400
2019-02-08,37.799999,38.779999,37.450001,38.580002,38.580002,35573200
2019-02-11,38.599998,38.869999,37.360001,38.580002,38.580002,30356500
2019-02-12,39.389999,40.770000,39.240002,40.400002,40.400002,43587900
2019-02-13,40.849998,42.279999,40.799999,41.680000,41.680000,50101700
2019-02-14,41.389999,43.160000,41.310001,42.230000,42.230000,41759200
2019-02-15,42.270000,42.400002,41.419998,41.990002,41.990002,28968400
2019-02-19,41.700001,42.490002,41.500000,41.959999,41.959999,25575900
2019-02-20,42.310001,43.259998,42.130001,42.209999,42.209999,28048700
2019-02-21,42.470001,42.869999,41.419998,41.529999,41.529999,24048800
2019-02-22,42.080002,42.570000,41.830002,42.570000,42.570000,22834300
2019-02-25,43.810001,43.990002,42.700001,42.750000,42.750000,25233700
2019-02-26,42.349998,43.150002,42.290001,42.959999,42.959999,18030600
2019-02-27,42.619999,42.759998,41.009998,41.320000,41.320000,29502089
