Date,Open,High,Low,Close,Adj Close,Volume
2019-01-28,1643.589966,1645.000000,1614.089966,1637.890015,1637.890015,4837700
2019-01-29,1631.270020,1632.380005,1590.719971,1593.880005,1593.880005,4632800
2019-01-30,1623.000000,1676.949951,1619.680054,1670.430054,1670.430054,5783800
2019-01-31,1692.849976,1736.410034,1679.079956,1718.729980,1718.729980,10910300
2019-02-01,1638.880005,1673.060059,1622.010010,1626.229980,1626.229980,11506200
2019-02-04,1623.000000,1649.630005,1613.500000,1633.310059,1633.310059,4929100
2019-02-05,1643.339966,1665.260010,1642.500000,1658.810059,1658.810059,4453100
2019-02-06,1670.750000,1672.260010,1633.339966,1640.260010,1640.260010,3939900
2019-02-07,1625.000000,1625.540039,1592.910034,1614.369995,1614.369995,4626600
2019-02-08,1586.000000,1588.589966,1566.760010,1588.219971,1588.219971,5657500
2019-02-11,1600.979980,1609.290039,1586.000000,1591.000000,1591.000000,3317300
2019-02-12,1604.000000,1639.400024,1598.880005,1638.010010,1638.010010,4858600
2019-02-13,1647.000000,1656.380005,1637.109985,1640.000000,1640.000000,3560300
2019-02-14,1624.500000,1637.900024,1606.060059,1622.650024,1622.650024,4120500
2019-02-15,1627.859985,1628.910034,1604.500000,1607.949951,1607.949951,4343900
2019-02-19,1601.000000,1634.000000,1600.560059,1627.579956,1627.579956,3681700
2019-02-20,1630.000000,1634.930054,1610.119995,1622.099976,1622.099976,3337600
2019-02-21,1619.849976,1623.560059,1600.910034,1619.439941,1619.439941,3483400
2019-02-22,1623.500000,1634.939941,1621.170044,1631.560059,1631.560059,3096200
2019-02-25,1641.449951,1654.599976,1630.390015,1633.000000,1633.000000,3184500
2019-02-26,1625.979980,1639.989990,1616.130005,1636.400024,1636.400024,2659000
2019-02-27,1628.180054,1641.800049,1615.160034,1641.089966,1641.089966,3142557
